"","iso3c","question","yes_no","year_enforcement","year_panel"
"2359","CHL","Ques_6","1",2016,"1991"
"2360","CHL","Ques_6","1",2016,"1992"
"2361","CHL","Ques_6","1",2016,"1996"
"2362","CHL","Ques_6","1",2016,"1998"
"2363","CHL","Ques_6","1",2016,"2000"
"2364","CHL","Ques_6","1",2016,"2002"
"2365","CHL","Ques_6","1",2016,"2003"
"2366","CHL","Ques_6","1",2016,"2004"
"2367","CHL","Ques_6","1",2016,"2005"
"2368","CHL","Ques_6","1",2016,"2006"
"2369","CHL","Ques_6","1",2016,"2007"
"2370","CHL","Ques_6","1",2016,"2008"
"2371","CHL","Ques_6","1",2016,"2009"
"2372","CHL","Ques_6","1",2016,"2010"
"2373","CHL","Ques_6","1",2016,"2011"
"2374","CHL","Ques_6","1",2016,"2014"
"2375","CHL","Ques_6","1",2016,"2015"
"2376","CHL","Ques_6","1",2016,"2016"
"2377","CHL","Ques_7","1",2005,"1925"
"2378","CHL","Ques_7","1",2005,"1965"
"2379","CHL","Ques_7","1",2005,"1983"
"2380","CHL","Ques_7","1",2005,"1986"
"2381","CHL","Ques_7","1",2005,"1991"
"2382","CHL","Ques_7","1",2005,"1992"
"2383","CHL","Ques_7","1",2005,"1996"
"2384","CHL","Ques_7","1",2005,"1998"
"2385","CHL","Ques_7","1",2005,"2000"
"2386","CHL","Ques_7","1",2005,"2002"
"2387","CHL","Ques_7","1",2005,"2003"
"2388","CHL","Ques_7","1",2005,"2004"
"2389","CHL","Ques_7","1",2005,"2005"
"2390","CHL","Ques_7","1",2005,"2006"
"2391","CHL","Ques_7","1",2005,"2007"
"2392","CHL","Ques_7","1",2005,"2008"
"2393","CHL","Ques_7","1",2005,"2009"
"2394","CHL","Ques_7","1",2005,"2010"
"2395","CHL","Ques_7","1",2005,"2011"
"2396","CHL","Ques_7","1",2005,"2014"
"2397","CHL","Ques_7","1",2005,"2015"
"2398","CHL","Ques_7","1",2005,"2016"
"2399","CHL","Ques_8","1",2005,"1925"
"2400","CHL","Ques_8","1",2005,"1965"
"2401","CHL","Ques_8","1",2005,"1983"
"2402","CHL","Ques_8","1",2005,"1986"
"2403","CHL","Ques_8","1",2005,"1991"
"2404","CHL","Ques_8","1",2005,"1992"
"2405","CHL","Ques_8","1",2005,"1996"
"2406","CHL","Ques_8","1",2005,"1998"
"2407","CHL","Ques_8","1",2005,"2000"
"2408","CHL","Ques_8","1",2005,"2002"
"2409","CHL","Ques_8","1",2005,"2003"
"2410","CHL","Ques_8","1",2005,"2004"
"2411","CHL","Ques_8","1",2005,"2005"
"2412","CHL","Ques_8","1",2005,"2006"
"2413","CHL","Ques_8","1",2005,"2007"
"2414","CHL","Ques_8","1",2005,"2008"
"2415","CHL","Ques_8","1",2005,"2009"
"2416","CHL","Ques_8","1",2005,"2010"
"2417","CHL","Ques_8","1",2005,"2011"
"2418","CHL","Ques_8","1",2005,"2014"
"2419","CHL","Ques_8","1",2005,"2015"
"2420","CHL","Ques_8","1",2005,"2016"
"2421","CHL","Ques_9","0",2016,"1925"
"2422","CHL","Ques_9","0",2016,"1965"
"2423","CHL","Ques_9","0",2016,"1983"
"2424","CHL","Ques_9","0",2016,"1986"
"2425","CHL","Ques_9","0",2016,"1991"
"2426","CHL","Ques_9","0",2016,"1992"
"2427","CHL","Ques_9","0",2016,"1996"
"2428","CHL","Ques_9","0",2016,"1998"
"2429","CHL","Ques_9","0",2016,"2000"
"2430","CHL","Ques_9","0",2016,"2002"
"2431","CHL","Ques_9","0",2016,"2003"
"2432","CHL","Ques_9","0",2016,"2004"
"2433","CHL","Ques_9","0",2016,"2005"
"2434","CHL","Ques_9","0",2016,"2006"
"2435","CHL","Ques_9","0",2016,"2007"
"2436","CHL","Ques_9","0",2016,"2008"
"2437","CHL","Ques_9","0",2016,"2009"
"2438","CHL","Ques_9","0",2016,"2010"
"2439","CHL","Ques_9","0",2016,"2011"
"2440","CHL","Ques_9","0",2016,"2014"
"2441","CHL","Ques_9","0",2016,"2015"
"2442","CHL","Ques_9","0",2016,"2016"
"2443","COL","Ques_1","1",2009,"1925"
"2444","COL","Ques_1","1",2009,"1965"
"2445","COL","Ques_1","1",2009,"1983"
"2446","COL","Ques_1","1",2009,"1986"
"2447","COL","Ques_1","1",2009,"1991"
"2448","COL","Ques_1","1",2009,"1992"
"2449","COL","Ques_1","1",2009,"1996"
"2450","COL","Ques_1","1",2009,"1998"
"2451","COL","Ques_1","1",2009,"2000"
"2452","COL","Ques_1","1",2009,"2002"
"2453","COL","Ques_1","1",2009,"2003"
"2454","COL","Ques_1","1",2009,"2004"
"2455","COL","Ques_1","1",2009,"2005"
"2456","COL","Ques_1","1",2009,"2006"
"2457","COL","Ques_1","1",2009,"2007"
"2458","COL","Ques_1","1",2009,"2008"
"2459","COL","Ques_1","1",2009,"2009"
"2460","COL","Ques_1","1",2009,"2010"
"2461","COL","Ques_1","1",2009,"2011"
"2462","COL","Ques_1","1",2009,"2014"
"2463","COL","Ques_1","1",2009,"2015"
"2464","COL","Ques_1","1",2009,"2016"
"2465","COL","Ques_10","0",2011,"1925"
"2466","COL","Ques_10","0",2011,"1965"
"2467","COL","Ques_10","0",2011,"1983"
"2468","COL","Ques_10","0",2011,"1986"
"2469","COL","Ques_10","0",2011,"1991"
"2470","COL","Ques_10","0",2011,"1992"
"2471","COL","Ques_10","0",2011,"1996"
"2472","COL","Ques_10","0",2011,"1998"
"2473","COL","Ques_10","0",2011,"2000"
"2474","COL","Ques_10","0",2011,"2002"
"2475","COL","Ques_10","0",2011,"2003"
"2476","COL","Ques_10","0",2011,"2004"
"2477","COL","Ques_10","0",2011,"2005"
"2478","COL","Ques_10","0",2011,"2006"
"2479","COL","Ques_10","0",2011,"2007"
"2480","COL","Ques_10","0",2011,"2008"
"2481","COL","Ques_10","0",2011,"2009"
"2482","COL","Ques_10","0",2011,"2010"
"2483","COL","Ques_10","0",2011,"2011"
"2484","COL","Ques_10","0",2011,"2014"
"2485","COL","Ques_10","0",2011,"2015"
"2486","COL","Ques_10","0",2011,"2016"
"2487","COL","Ques_11","1",2005,"1925"
"2488","COL","Ques_11","1",2005,"1965"
"2489","COL","Ques_11","1",2005,"1983"
"2490","COL","Ques_11","1",2005,"1986"
"2491","COL","Ques_11","1",2005,"1991"
"2492","COL","Ques_11","1",2005,"1992"
"2493","COL","Ques_11","1",2005,"1996"
"2494","COL","Ques_11","1",2005,"1998"
"2495","COL","Ques_11","1",2005,"2000"
"2496","COL","Ques_11","1",2005,"2002"
"2497","COL","Ques_11","1",2005,"2003"
"2498","COL","Ques_11","1",2005,"2004"
"2499","COL","Ques_11","1",2005,"2005"
"2500","COL","Ques_11","1",2005,"2006"
"2501","COL","Ques_11","1",2005,"2007"
"2502","COL","Ques_11","1",2005,"2008"
"2503","COL","Ques_11","1",2005,"2009"
"2504","COL","Ques_11","1",2005,"2010"
"2505","COL","Ques_11","1",2005,"2011"
"2506","COL","Ques_11","1",2005,"2014"
"2507","COL","Ques_11","1",2005,"2015"
"2508","COL","Ques_11","1",2005,"2016"
"2509","COL","Ques_12","1",2011,"1925"
"2510","COL","Ques_12","1",2011,"1965"
"2511","COL","Ques_12","1",2011,"1983"
"2512","COL","Ques_12","1",2011,"1986"
"2513","COL","Ques_12","1",2011,"1991"
"2514","COL","Ques_12","1",2011,"1992"
"2515","COL","Ques_12","1",2011,"1996"
"2516","COL","Ques_12","1",2011,"1998"
"2517","COL","Ques_12","1",2011,"2000"
"2518","COL","Ques_12","1",2011,"2002"
"2519","COL","Ques_12","1",2011,"2003"
"2520","COL","Ques_12","1",2011,"2004"
"2521","COL","Ques_12","1",2011,"2005"
"2522","COL","Ques_12","1",2011,"2006"
"2523","COL","Ques_12","1",2011,"2007"
"2524","COL","Ques_12","1",2011,"2008"
"2525","COL","Ques_12","1",2011,"2009"
"2526","COL","Ques_12","1",2011,"2010"
"2527","COL","Ques_12","1",2011,"2011"
"2528","COL","Ques_12","1",2011,"2014"
"2529","COL","Ques_12","1",2011,"2015"
"2530","COL","Ques_12","1",2011,"2016"
"2531","COL","Ques_13","1",2011,"1925"
"2532","COL","Ques_13","1",2011,"1965"
"2533","COL","Ques_13","1",2011,"1983"
"2534","COL","Ques_13","1",2011,"1986"
"2535","COL","Ques_13","1",2011,"1991"
"2536","COL","Ques_13","1",2011,"1992"
"2537","COL","Ques_13","1",2011,"1996"
"2538","COL","Ques_13","1",2011,"1998"
"2539","COL","Ques_13","1",2011,"2000"
"2540","COL","Ques_13","1",2011,"2002"
"2541","COL","Ques_13","1",2011,"2003"
"2542","COL","Ques_13","1",2011,"2004"
"2543","COL","Ques_13","1",2011,"2005"
"2544","COL","Ques_13","1",2011,"2006"
"2545","COL","Ques_13","1",2011,"2007"
"2546","COL","Ques_13","1",2011,"2008"
"2547","COL","Ques_13","1",2011,"2009"
"2548","COL","Ques_13","1",2011,"2010"
"2549","COL","Ques_13","1",2011,"2011"
"2550","COL","Ques_13","1",2011,"2014"
"2551","COL","Ques_13","1",2011,"2015"
"2552","COL","Ques_13","1",2011,"2016"
"2553","COL","Ques_15","0",2009,"1925"
"2554","COL","Ques_15","0",2009,"1965"
"2555","COL","Ques_15","0",2009,"1983"
"2556","COL","Ques_15","0",2009,"1986"
"2557","COL","Ques_15","0",2009,"1991"
"2558","COL","Ques_15","0",2009,"1992"
"2559","COL","Ques_15","0",2009,"1996"
"2560","COL","Ques_15","0",2009,"1998"
"2561","COL","Ques_15","0",2009,"2000"
"2562","COL","Ques_15","0",2009,"2002"
"2563","COL","Ques_15","0",2009,"2003"
"2564","COL","Ques_15","0",2009,"2004"
"2565","COL","Ques_15","0",2009,"2005"
"2566","COL","Ques_15","0",2009,"2006"
"2567","COL","Ques_15","0",2009,"2007"
"2568","COL","Ques_15","0",2009,"2008"
"2569","COL","Ques_15","0",2009,"2009"
"2570","COL","Ques_15","0",2009,"2010"
"2571","COL","Ques_15","0",2009,"2011"
"2572","COL","Ques_15","0",2009,"2014"
"2573","COL","Ques_15","0",2009,"2015"
"2574","COL","Ques_15","0",2009,"2016"
"2575","COL","Ques_17","1",2011,"1925"
"2576","COL","Ques_17","1",2011,"1965"
"2577","COL","Ques_17","1",2011,"1983"
"2578","COL","Ques_17","1",2011,"1986"
"2579","COL","Ques_17","1",2011,"1991"
"2580","COL","Ques_17","1",2011,"1992"
"2581","COL","Ques_17","1",2011,"1996"
"2582","COL","Ques_17","1",2011,"1998"
"2583","COL","Ques_17","1",2011,"2000"
"2584","COL","Ques_17","1",2011,"2002"
"2585","COL","Ques_17","1",2011,"2003"
"2586","COL","Ques_17","1",2011,"2004"
"2587","COL","Ques_17","1",2011,"2005"
"2588","COL","Ques_17","1",2011,"2006"
"2589","COL","Ques_17","1",2011,"2007"
"2590","COL","Ques_17","1",2011,"2008"
"2591","COL","Ques_17","1",2011,"2009"
"2592","COL","Ques_17","1",2011,"2010"
"2593","COL","Ques_17","1",2011,"2011"
"2594","COL","Ques_17","1",2011,"2014"
"2595","COL","Ques_17","1",2011,"2015"
"2596","COL","Ques_17","1",2011,"2016"
"2597","COL","Ques_2","1",2009,"1925"
"2598","COL","Ques_2","1",2009,"1965"
"2599","COL","Ques_2","1",2009,"1983"
"2600","COL","Ques_2","1",2009,"1986"
"2601","COL","Ques_2","1",2009,"1991"
"2602","COL","Ques_2","1",2009,"1992"
"2603","COL","Ques_2","1",2009,"1996"
"2604","COL","Ques_2","1",2009,"1998"
"2605","COL","Ques_2","1",2009,"2000"
"2606","COL","Ques_2","1",2009,"2002"
"2607","COL","Ques_2","1",2009,"2003"
"2608","COL","Ques_2","1",2009,"2004"
"2609","COL","Ques_2","1",2009,"2005"
"2610","COL","Ques_2","1",2009,"2006"
"2611","COL","Ques_2","1",2009,"2007"
"2612","COL","Ques_2","1",2009,"2008"
"2613","COL","Ques_2","1",2009,"2009"
"2614","COL","Ques_2","1",2009,"2010"
"2615","COL","Ques_2","1",2009,"2011"
"2616","COL","Ques_2","1",2009,"2014"
"2617","COL","Ques_2","1",2009,"2015"
"2618","COL","Ques_2","1",2009,"2016"
"2619","COL","Ques_23","1",2009,"1925"
"2620","COL","Ques_23","1",2009,"1965"
"2621","COL","Ques_23","1",2009,"1983"
"2622","COL","Ques_23","1",2009,"1986"
"2623","COL","Ques_23","1",2009,"1991"
"2624","COL","Ques_23","1",2009,"1992"
"2625","COL","Ques_23","1",2009,"1996"
"2626","COL","Ques_23","1",2009,"1998"
"2627","COL","Ques_23","1",2009,"2000"
"2628","COL","Ques_23","1",2009,"2002"
"2629","COL","Ques_23","1",2009,"2003"
"2630","COL","Ques_23","1",2009,"2004"
"2631","COL","Ques_23","1",2009,"2005"
"2632","COL","Ques_23","1",2009,"2006"
"2633","COL","Ques_23","1",2009,"2007"
"2634","COL","Ques_23","1",2009,"2008"
"2635","COL","Ques_23","1",2009,"2009"
"2636","COL","Ques_23","1",2009,"2010"
"2637","COL","Ques_23","1",2009,"2011"
"2638","COL","Ques_23","1",2009,"2014"
"2639","COL","Ques_23","1",2009,"2015"
"2640","COL","Ques_23","1",2009,"2016"
"2641","COL","Ques_25","0",2011,"1925"
"2642","COL","Ques_25","0",2011,"1965"
"2643","COL","Ques_25","0",2011,"1983"
"2644","COL","Ques_25","0",2011,"1986"
"2645","COL","Ques_25","0",2011,"1991"
"2646","COL","Ques_25","0",2011,"1992"
"2647","COL","Ques_25","0",2011,"1996"
"2648","COL","Ques_25","0",2011,"1998"
"2649","COL","Ques_25","0",2011,"2000"
"2650","COL","Ques_25","0",2011,"2002"
"2651","COL","Ques_25","0",2011,"2003"
"2652","COL","Ques_25","0",2011,"2004"
"2653","COL","Ques_25","0",2011,"2005"
"2654","COL","Ques_25","0",2011,"2006"
"2655","COL","Ques_25","0",2011,"2007"
"2656","COL","Ques_25","0",2011,"2008"
"2657","COL","Ques_25","0",2011,"2009"
"2658","COL","Ques_25","0",2011,"2010"
"2659","COL","Ques_25","0",2011,"2011"
"2660","COL","Ques_25","0",2011,"2014"
"2661","COL","Ques_25","0",2011,"2015"
"2662","COL","Ques_25","0",2011,"2016"
"2663","COL","Ques_26","1",2009,"1925"
"2664","COL","Ques_26","1",2009,"1965"
"2665","COL","Ques_26","1",2009,"1983"
"2666","COL","Ques_26","1",2009,"1986"
"2667","COL","Ques_26","1",2009,"1991"
"2668","COL","Ques_26","1",2009,"1992"
"2669","COL","Ques_26","1",2009,"1996"
"2670","COL","Ques_26","1",2009,"1998"
"2671","COL","Ques_26","1",2009,"2000"
"2672","COL","Ques_26","1",2009,"2002"
"2673","COL","Ques_26","1",2009,"2003"
"2674","COL","Ques_26","1",2009,"2004"
"2675","COL","Ques_26","1",2009,"2005"
"2676","COL","Ques_26","1",2009,"2006"
"2677","COL","Ques_26","1",2009,"2007"
"2678","COL","Ques_26","1",2009,"2008"
"2679","COL","Ques_26","1",2009,"2009"
"2680","COL","Ques_26","1",2009,"2010"
"2681","COL","Ques_26","1",2009,"2011"
"2682","COL","Ques_26","1",2009,"2014"
"2683","COL","Ques_26","1",2009,"2015"
"2684","COL","Ques_26","1",2009,"2016"
"2685","COL","Ques_29","1",2007,"1925"
"2686","COL","Ques_29","1",2007,"1965"
"2687","COL","Ques_29","1",2007,"1983"
"2688","COL","Ques_29","1",2007,"1986"
"2689","COL","Ques_29","1",2007,"1991"
"2690","COL","Ques_29","1",2007,"1992"
"2691","COL","Ques_29","1",2007,"1996"
"2692","COL","Ques_29","1",2007,"1998"
"2693","COL","Ques_29","1",2007,"2000"
"2694","COL","Ques_29","1",2007,"2002"
"2695","COL","Ques_29","1",2007,"2003"
"2696","COL","Ques_29","1",2007,"2004"
"2697","COL","Ques_29","1",2007,"2005"
"2698","COL","Ques_29","1",2007,"2006"
"2699","COL","Ques_29","1",2007,"2007"
"2700","COL","Ques_29","1",2007,"2008"
"2701","COL","Ques_29","1",2007,"2009"
"2702","COL","Ques_29","1",2007,"2010"
"2703","COL","Ques_29","1",2007,"2011"
"2704","COL","Ques_29","1",2007,"2014"
"2705","COL","Ques_29","1",2007,"2015"
"2706","COL","Ques_29","1",2007,"2016"
"2707","COL","Ques_3","1",2011,"1925"
"2708","COL","Ques_3","1",2011,"1965"
"2709","COL","Ques_3","1",2011,"1983"
"2710","COL","Ques_3","1",2011,"1986"
"2711","COL","Ques_3","1",2011,"1991"
"2712","COL","Ques_3","1",2011,"1992"
"2713","COL","Ques_3","1",2011,"1996"
"2714","COL","Ques_3","1",2011,"1998"
"2715","COL","Ques_3","1",2011,"2000"
"2716","COL","Ques_3","1",2011,"2002"
"2717","COL","Ques_3","1",2011,"2003"
"2718","COL","Ques_3","1",2011,"2004"
"2719","COL","Ques_3","1",2011,"2005"
"2720","COL","Ques_3","1",2011,"2006"
"2721","COL","Ques_3","1",2011,"2007"
"2722","COL","Ques_3","1",2011,"2008"
"2723","COL","Ques_3","1",2011,"2009"
"2724","COL","Ques_3","1",2011,"2010"
"2725","COL","Ques_3","1",2011,"2011"
"2726","COL","Ques_3","1",2011,"2014"
"2727","COL","Ques_3","1",2011,"2015"
"2728","COL","Ques_3","1",2011,"2016"
"2729","COL","Ques_31","1",2011,"1925"
"2730","COL","Ques_31","1",2011,"1965"
"2731","COL","Ques_31","1",2011,"1983"
"2732","COL","Ques_31","1",2011,"1986"
"2733","COL","Ques_31","1",2011,"1991"
"2734","COL","Ques_31","1",2011,"1992"
"2735","COL","Ques_31","1",2011,"1996"
"2736","COL","Ques_31","1",2011,"1998"
"2737","COL","Ques_31","1",2011,"2000"
"2738","COL","Ques_31","1",2011,"2002"
"2739","COL","Ques_31","1",2011,"2003"
"2740","COL","Ques_31","1",2011,"2004"
"2741","COL","Ques_31","1",2011,"2005"
"2742","COL","Ques_31","1",2011,"2006"
"2743","COL","Ques_31","1",2011,"2007"
"2744","COL","Ques_31","1",2011,"2008"
"2745","COL","Ques_31","1",2011,"2009"
"2746","COL","Ques_31","1",2011,"2010"
"2747","COL","Ques_31","1",2011,"2011"
"2748","COL","Ques_31","1",2011,"2014"
"2749","COL","Ques_31","1",2011,"2015"
"2750","COL","Ques_31","1",2011,"2016"
"2751","COL","Ques_33","1",2009,"1925"
"2752","COL","Ques_33","1",2009,"1965"
"2753","COL","Ques_33","1",2009,"1983"
"2754","COL","Ques_33","1",2009,"1986"
"2755","COL","Ques_33","1",2009,"1991"
"2756","COL","Ques_33","1",2009,"1992"
"2757","COL","Ques_33","1",2009,"1996"
"2758","COL","Ques_33","1",2009,"1998"
"2759","COL","Ques_33","1",2009,"2000"
"2760","COL","Ques_33","1",2009,"2002"
"2761","COL","Ques_33","1",2009,"2003"
"2762","COL","Ques_33","1",2009,"2004"
"2763","COL","Ques_33","1",2009,"2005"
"2764","COL","Ques_33","1",2009,"2006"
"2765","COL","Ques_33","1",2009,"2007"
"2766","COL","Ques_33","1",2009,"2008"
"2767","COL","Ques_33","1",2009,"2009"
"2768","COL","Ques_33","1",2009,"2010"
"2769","COL","Ques_33","1",2009,"2011"
"2770","COL","Ques_33","1",2009,"2014"
"2771","COL","Ques_33","1",2009,"2015"
"2772","COL","Ques_33","1",2009,"2016"
"2773","COL","Ques_35","1",2011,"1925"
"2774","COL","Ques_35","1",2011,"1965"
"2775","COL","Ques_35","1",2011,"1983"
"2776","COL","Ques_35","1",2011,"1986"
"2777","COL","Ques_35","1",2011,"1991"
"2778","COL","Ques_35","1",2011,"1992"
"2779","COL","Ques_35","1",2011,"1996"
"2780","COL","Ques_35","1",2011,"1998"
"2781","COL","Ques_35","1",2011,"2000"
"2782","COL","Ques_35","1",2011,"2002"
"2783","COL","Ques_35","1",2011,"2003"
"2784","COL","Ques_35","1",2011,"2004"
"2785","COL","Ques_35","1",2011,"2005"
"2786","COL","Ques_35","1",2011,"2006"
"2787","COL","Ques_35","1",2011,"2007"
"2788","COL","Ques_35","1",2011,"2008"
"2789","COL","Ques_35","1",2011,"2009"
"2790","COL","Ques_35","1",2011,"2010"
"2791","COL","Ques_35","1",2011,"2011"
"2792","COL","Ques_35","1",2011,"2014"
"2793","COL","Ques_35","1",2011,"2015"
"2794","COL","Ques_35","1",2011,"2016"
"2795","COL","Ques_36","1",2011,"1925"
"2796","COL","Ques_36","1",2011,"1965"
"2797","COL","Ques_36","1",2011,"1983"
"2798","COL","Ques_36","1",2011,"1986"
"2799","COL","Ques_36","1",2011,"1991"
"2800","COL","Ques_36","1",2011,"1992"
"2801","COL","Ques_36","1",2011,"1996"
"2802","COL","Ques_36","1",2011,"1998"
"2803","COL","Ques_36","1",2011,"2000"
"2804","COL","Ques_36","1",2011,"2002"
"2805","COL","Ques_36","1",2011,"2003"
"2806","COL","Ques_36","1",2011,"2004"
"2807","COL","Ques_36","1",2011,"2005"
"2808","COL","Ques_36","1",2011,"2006"
"2809","COL","Ques_36","1",2011,"2007"
"2810","COL","Ques_36","1",2011,"2008"
"2811","COL","Ques_36","1",2011,"2009"
"2812","COL","Ques_36","1",2011,"2010"
"2813","COL","Ques_36","1",2011,"2011"
"2814","COL","Ques_36","1",2011,"2014"
"2815","COL","Ques_36","1",2011,"2015"
"2816","COL","Ques_36","1",2011,"2016"
"2817","COL","Ques_37","1",2011,"1925"
"2818","COL","Ques_37","1",2011,"1965"
"2819","COL","Ques_37","1",2011,"1983"
"2820","COL","Ques_37","1",2011,"1986"
"2821","COL","Ques_37","1",2011,"1991"
"2822","COL","Ques_37","1",2011,"1992"
"2823","COL","Ques_37","1",2011,"1996"
"2824","COL","Ques_37","1",2011,"1998"
"2825","COL","Ques_37","1",2011,"2000"
"2826","COL","Ques_37","1",2011,"2002"
"2827","COL","Ques_37","1",2011,"2003"
"2828","COL","Ques_37","1",2011,"2004"
"2829","COL","Ques_37","1",2011,"2005"
"2830","COL","Ques_37","1",2011,"2006"
"2831","COL","Ques_37","1",2011,"2007"
"2832","COL","Ques_37","1",2011,"2008"
"2833","COL","Ques_37","1",2011,"2009"
"2834","COL","Ques_37","1",2011,"2010"
"2835","COL","Ques_37","1",2011,"2011"
"2836","COL","Ques_37","1",2011,"2014"
"2837","COL","Ques_37","1",2011,"2015"
"2838","COL","Ques_37","1",2011,"2016"
"2839","COL","Ques_38","1",2011,"1925"
"2840","COL","Ques_38","1",2011,"1965"
"2841","COL","Ques_38","1",2011,"1983"
"2842","COL","Ques_38","1",2011,"1986"
"2843","COL","Ques_38","1",2011,"1991"
"2844","COL","Ques_38","1",2011,"1992"
"2845","COL","Ques_38","1",2011,"1996"
"2846","COL","Ques_38","1",2011,"1998"
"2847","COL","Ques_38","1",2011,"2000"
"2848","COL","Ques_38","1",2011,"2002"
"2849","COL","Ques_38","1",2011,"2003"
"2850","COL","Ques_38","1",2011,"2004"
"2851","COL","Ques_38","1",2011,"2005"
"2852","COL","Ques_38","1",2011,"2006"
"2853","COL","Ques_38","1",2011,"2007"
"2854","COL","Ques_38","1",2011,"2008"
"2855","COL","Ques_38","1",2011,"2009"
"2856","COL","Ques_38","1",2011,"2010"
"2857","COL","Ques_38","1",2011,"2011"
"2858","COL","Ques_38","1",2011,"2014"
"2859","COL","Ques_38","1",2011,"2015"
"2860","COL","Ques_38","1",2011,"2016"
"2861","COL","Ques_39","1",2011,"1925"
"2862","COL","Ques_39","1",2011,"1965"
"2863","COL","Ques_39","1",2011,"1983"
"2864","COL","Ques_39","1",2011,"1986"
"2865","COL","Ques_39","1",2011,"1991"
"2866","COL","Ques_39","1",2011,"1992"
"2867","COL","Ques_39","1",2011,"1996"
"2868","COL","Ques_39","1",2011,"1998"
"2869","COL","Ques_39","1",2011,"2000"
"2870","COL","Ques_39","1",2011,"2002"
"2871","COL","Ques_39","1",2011,"2003"
"2872","COL","Ques_39","1",2011,"2004"
"2873","COL","Ques_39","1",2011,"2005"
"2874","COL","Ques_39","1",2011,"2006"
"2875","COL","Ques_39","1",2011,"2007"
"2876","COL","Ques_39","1",2011,"2008"
"2877","COL","Ques_39","1",2011,"2009"
"2878","COL","Ques_39","1",2011,"2010"
"2879","COL","Ques_39","1",2011,"2011"
"2880","COL","Ques_39","1",2011,"2014"
"2881","COL","Ques_39","1",2011,"2015"
"2882","COL","Ques_39","1",2011,"2016"
"2883","COL","Ques_4","1",2011,"1925"
"2884","COL","Ques_4","1",2011,"1965"
"2885","COL","Ques_4","1",2011,"1983"
"2886","COL","Ques_4","1",2011,"1986"
"2887","COL","Ques_4","1",2011,"1991"
"2888","COL","Ques_4","1",2011,"1992"
"2889","COL","Ques_4","1",2011,"1996"
"2890","COL","Ques_4","1",2011,"1998"
"2891","COL","Ques_4","1",2011,"2000"
"2892","COL","Ques_4","1",2011,"2002"
"2893","COL","Ques_4","1",2011,"2003"
"2894","COL","Ques_4","1",2011,"2004"
"2895","COL","Ques_4","1",2011,"2005"
"2896","COL","Ques_4","1",2011,"2006"
"2897","COL","Ques_4","1",2011,"2007"
"2898","COL","Ques_4","1",2011,"2008"
"2899","COL","Ques_4","1",2011,"2009"
"2900","COL","Ques_4","1",2011,"2010"
"2901","COL","Ques_4","1",2011,"2011"
"2902","COL","Ques_4","1",2011,"2014"
"2903","COL","Ques_4","1",2011,"2015"
"2904","COL","Ques_4","1",2011,"2016"
"2905","COL","Ques_41","1",2011,"1925"
"2906","COL","Ques_41","1",2011,"1965"
"2907","COL","Ques_41","1",2011,"1983"
"2908","COL","Ques_41","1",2011,"1986"
"2909","COL","Ques_41","1",2011,"1991"
"2910","COL","Ques_41","1",2011,"1992"
"2911","COL","Ques_41","1",2011,"1996"
"2912","COL","Ques_41","1",2011,"1998"
"2913","COL","Ques_41","1",2011,"2000"
"2914","COL","Ques_41","1",2011,"2002"
"2915","COL","Ques_41","1",2011,"2003"
"2916","COL","Ques_41","1",2011,"2004"
"2917","COL","Ques_41","1",2011,"2005"
"2918","COL","Ques_41","1",2011,"2006"
"2919","COL","Ques_41","1",2011,"2007"
"2920","COL","Ques_41","1",2011,"2008"
"2921","COL","Ques_41","1",2011,"2009"
"2922","COL","Ques_41","1",2011,"2010"
"2923","COL","Ques_41","1",2011,"2011"
"2924","COL","Ques_41","1",2011,"2014"
"2925","COL","Ques_41","1",2011,"2015"
"2926","COL","Ques_41","1",2011,"2016"
"2927","COL","Ques_43","1",2011,"1925"
"2928","COL","Ques_43","1",2011,"1965"
"2929","COL","Ques_43","1",2011,"1983"
"2930","COL","Ques_43","1",2011,"1986"
"2931","COL","Ques_43","1",2011,"1991"
"2932","COL","Ques_43","1",2011,"1992"
"2933","COL","Ques_43","1",2011,"1996"
"2934","COL","Ques_43","1",2011,"1998"
"2935","COL","Ques_43","1",2011,"2000"
"2936","COL","Ques_43","1",2011,"2002"
"2937","COL","Ques_43","1",2011,"2003"
"2938","COL","Ques_43","1",2011,"2004"
"2939","COL","Ques_43","1",2011,"2005"
"2940","COL","Ques_43","1",2011,"2006"
"2941","COL","Ques_43","1",2011,"2007"
"2942","COL","Ques_43","1",2011,"2008"
"2943","COL","Ques_43","1",2011,"2009"
"2944","COL","Ques_43","1",2011,"2010"
"2945","COL","Ques_43","1",2011,"2011"
"2946","COL","Ques_43","1",2011,"2014"
"2947","COL","Ques_43","1",2011,"2015"
"2948","COL","Ques_43","1",2011,"2016"
"2949","COL","Ques_5","1",2011,"1925"
"2950","COL","Ques_5","1",2011,"1965"
"2951","COL","Ques_5","1",2011,"1983"
"2952","COL","Ques_5","1",2011,"1986"
"2953","COL","Ques_5","1",2011,"1991"
"2954","COL","Ques_5","1",2011,"1992"
"2955","COL","Ques_5","1",2011,"1996"
"2956","COL","Ques_5","1",2011,"1998"
"2957","COL","Ques_5","1",2011,"2000"
"2958","COL","Ques_5","1",2011,"2002"
"2959","COL","Ques_5","1",2011,"2003"
"2960","COL","Ques_5","1",2011,"2004"
"2961","COL","Ques_5","1",2011,"2005"
